period,duoarea,area-name,product,product-name,process,process-name,series,series-description,value,units,country
2018-10-01,NUS-NFR,FRA,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NFR_DMCF,Price of U.S. Liquefied Natural Gas Exports by Vessel to France (Dollars per Thousand Cubic Feet),6.72,$/MCF,France
2018-11-01,NUS-NFR,FRA,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NFR_DMCF,Price of U.S. Liquefied Natural Gas Exports by Vessel to France (Dollars per Thousand Cubic Feet),7.02,$/MCF,France
2018-12-01,NUS-NFR,FRA,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NFR_DMCF,Price of U.S. Liquefied Natural Gas Exports by Vessel to France (Dollars per Thousand Cubic Feet),7.47,$/MCF,France
2019-01-01,NUS-NFR,FRA,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NFR_DMCF,Price of U.S. Liquefied Natural Gas Exports by Vessel to France (Dollars per Thousand Cubic Feet),3.94,$/MCF,France
2019-03-01,NUS-NFR,FRA,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NFR_DMCF,Price of U.S. Liquefied Natural Gas Exports by Vessel to France (Dollars per Thousand Cubic Feet),5.24,$/MCF,France
2019-04-01,NUS-NFR,FRA,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NFR_DMCF,Price of U.S. Liquefied Natural Gas Exports by Vessel to France (Dollars per Thousand Cubic Feet),4.26,$/MCF,France
2019-05-01,NUS-NFR,FRA,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NFR_DMCF,Price of U.S. Liquefied Natural Gas Exports by Vessel to France (Dollars per Thousand Cubic Feet),6.23,$/MCF,France
2019-08-01,NUS-NFR,FRA,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NFR_DMCF,Price of U.S. Liquefied Natural Gas Exports by Vessel to France (Dollars per Thousand Cubic Feet),5.67,$/MCF,France
2019-09-01,NUS-NFR,FRA,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NFR_DMCF,Price of U.S. Liquefied Natural Gas Exports by Vessel to France (Dollars per Thousand Cubic Feet),5.82,$/MCF,France
2019-10-01,NUS-NFR,FRA,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NFR_DMCF,Price of U.S. Liquefied Natural Gas Exports by Vessel to France (Dollars per Thousand Cubic Feet),5.67,$/MCF,France
2019-11-01,NUS-NFR,FRA,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NFR_DMCF,Price of U.S. Liquefied Natural Gas Exports by Vessel to France (Dollars per Thousand Cubic Feet),5.76,$/MCF,France
2019-12-01,NUS-NFR,FRA,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NFR_DMCF,Price of U.S. Liquefied Natural Gas Exports by Vessel to France (Dollars per Thousand Cubic Feet),5.53,$/MCF,France
2020-01-01,NUS-NFR,FRA,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NFR_DMCF,Price of U.S. Liquefied Natural Gas Exports by Vessel to France (Dollars per Thousand Cubic Feet),3.61,$/MCF,France
2020-02-01,NUS-NFR,FRA,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NFR_DMCF,Price of U.S. Liquefied Natural Gas Exports by Vessel to France (Dollars per Thousand Cubic Feet),5.08,$/MCF,France
2020-03-01,NUS-NFR,FRA,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NFR_DMCF,Price of U.S. Liquefied Natural Gas Exports by Vessel to France (Dollars per Thousand Cubic Feet),5.29,$/MCF,France
2020-04-01,NUS-NFR,FRA,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NFR_DMCF,Price of U.S. Liquefied Natural Gas Exports by Vessel to France (Dollars per Thousand Cubic Feet),5.25,$/MCF,France
2020-05-01,NUS-NFR,FRA,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NFR_DMCF,Price of U.S. Liquefied Natural Gas Exports by Vessel to France (Dollars per Thousand Cubic Feet),5.98,$/MCF,France
2020-06-01,NUS-NFR,FRA,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NFR_DMCF,Price of U.S. Liquefied Natural Gas Exports by Vessel to France (Dollars per Thousand Cubic Feet),,$/MCF,France
2020-07-01,NUS-NFR,FRA,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NFR_DMCF,Price of U.S. Liquefied Natural Gas Exports by Vessel to France (Dollars per Thousand Cubic Feet),,$/MCF,France
2020-08-01,NUS-NFR,FRA,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NFR_DMCF,Price of U.S. Liquefied Natural Gas Exports by Vessel to France (Dollars per Thousand Cubic Feet),,$/MCF,France
2020-09-01,NUS-NFR,FRA,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NFR_DMCF,Price of U.S. Liquefied Natural Gas Exports by Vessel to France (Dollars per Thousand Cubic Feet),,$/MCF,France
2020-10-01,NUS-NFR,FRA,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NFR_DMCF,Price of U.S. Liquefied Natural Gas Exports by Vessel to France (Dollars per Thousand Cubic Feet),3.54,$/MCF,France
2020-11-01,NUS-NFR,FRA,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NFR_DMCF,Price of U.S. Liquefied Natural Gas Exports by Vessel to France (Dollars per Thousand Cubic Feet),6.19,$/MCF,France
2020-12-01,NUS-NFR,FRA,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NFR_DMCF,Price of U.S. Liquefied Natural Gas Exports by Vessel to France (Dollars per Thousand Cubic Feet),7.12,$/MCF,France
2021-01-01,NUS-NFR,FRA,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NFR_DMCF,Price of U.S. Liquefied Natural Gas Exports by Vessel to France (Dollars per Thousand Cubic Feet),6.09,$/MCF,France
2021-02-01,NUS-NFR,FRA,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NFR_DMCF,Price of U.S. Liquefied Natural Gas Exports by Vessel to France (Dollars per Thousand Cubic Feet),6.72,$/MCF,France
2021-03-01,NUS-NFR,FRA,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NFR_DMCF,Price of U.S. Liquefied Natural Gas Exports by Vessel to France (Dollars per Thousand Cubic Feet),6.75,$/MCF,France
2021-04-01,NUS-NFR,FRA,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NFR_DMCF,Price of U.S. Liquefied Natural Gas Exports by Vessel to France (Dollars per Thousand Cubic Feet),5.76,$/MCF,France
2021-05-01,NUS-NFR,FRA,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NFR_DMCF,Price of U.S. Liquefied Natural Gas Exports by Vessel to France (Dollars per Thousand Cubic Feet),6.95,$/MCF,France
2021-06-01,NUS-NFR,FRA,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NFR_DMCF,Price of U.S. Liquefied Natural Gas Exports by Vessel to France (Dollars per Thousand Cubic Feet),4.6,$/MCF,France
2021-07-01,NUS-NFR,FRA,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NFR_DMCF,Price of U.S. Liquefied Natural Gas Exports by Vessel to France (Dollars per Thousand Cubic Feet),,$/MCF,France
2021-08-01,NUS-NFR,FRA,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NFR_DMCF,Price of U.S. Liquefied Natural Gas Exports by Vessel to France (Dollars per Thousand Cubic Feet),6.87,$/MCF,France
2021-09-01,NUS-NFR,FRA,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NFR_DMCF,Price of U.S. Liquefied Natural Gas Exports by Vessel to France (Dollars per Thousand Cubic Feet),8.04,$/MCF,France
2021-10-01,NUS-NFR,FRA,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NFR_DMCF,Price of U.S. Liquefied Natural Gas Exports by Vessel to France (Dollars per Thousand Cubic Feet),9.5,$/MCF,France
2021-11-01,NUS-NFR,FRA,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NFR_DMCF,Price of U.S. Liquefied Natural Gas Exports by Vessel to France (Dollars per Thousand Cubic Feet),10.54,$/MCF,France
2021-12-01,NUS-NFR,FRA,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NFR_DMCF,Price of U.S. Liquefied Natural Gas Exports by Vessel to France (Dollars per Thousand Cubic Feet),8.86,$/MCF,France
2022-01-01,NUS-NFR,FRA,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NFR_DMCF,Price of U.S. Liquefied Natural Gas Exports by Vessel to France (Dollars per Thousand Cubic Feet),7.84,$/MCF,France
2022-02-01,NUS-NFR,FRA,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NFR_DMCF,Price of U.S. Liquefied Natural Gas Exports by Vessel to France (Dollars per Thousand Cubic Feet),10.92,$/MCF,France
2022-03-01,NUS-NFR,FRA,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NFR_DMCF,Price of U.S. Liquefied Natural Gas Exports by Vessel to France (Dollars per Thousand Cubic Feet),10.88,$/MCF,France
2022-04-01,NUS-NFR,FRA,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NFR_DMCF,Price of U.S. Liquefied Natural Gas Exports by Vessel to France (Dollars per Thousand Cubic Feet),10.26,$/MCF,France
2022-05-01,NUS-NFR,FRA,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NFR_DMCF,Price of U.S. Liquefied Natural Gas Exports by Vessel to France (Dollars per Thousand Cubic Feet),12.14,$/MCF,France
2022-06-01,NUS-NFR,FRA,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NFR_DMCF,Price of U.S. Liquefied Natural Gas Exports by Vessel to France (Dollars per Thousand Cubic Feet),14.12,$/MCF,France
2022-07-01,NUS-NFR,FRA,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NFR_DMCF,Price of U.S. Liquefied Natural Gas Exports by Vessel to France (Dollars per Thousand Cubic Feet),11.44,$/MCF,France
2022-08-01,NUS-NFR,FRA,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NFR_DMCF,Price of U.S. Liquefied Natural Gas Exports by Vessel to France (Dollars per Thousand Cubic Feet),14.63,$/MCF,France
2022-09-01,NUS-NFR,FRA,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NFR_DMCF,Price of U.S. Liquefied Natural Gas Exports by Vessel to France (Dollars per Thousand Cubic Feet),18.5,$/MCF,France
2022-10-01,NUS-NFR,FRA,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NFR_DMCF,Price of U.S. Liquefied Natural Gas Exports by Vessel to France (Dollars per Thousand Cubic Feet),14.62,$/MCF,France
2022-11-01,NUS-NFR,FRA,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NFR_DMCF,Price of U.S. Liquefied Natural Gas Exports by Vessel to France (Dollars per Thousand Cubic Feet),13.37,$/MCF,France
2022-12-01,NUS-NFR,FRA,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NFR_DMCF,Price of U.S. Liquefied Natural Gas Exports by Vessel to France (Dollars per Thousand Cubic Feet),11.9,$/MCF,France
2023-01-01,NUS-NFR,FRA,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NFR_DMCF,Price of U.S. Liquefied Natural Gas Exports by Vessel to France (Dollars per Thousand Cubic Feet),12.44,$/MCF,France
2023-02-01,NUS-NFR,FRA,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NFR_DMCF,Price of U.S. Liquefied Natural Gas Exports by Vessel to France (Dollars per Thousand Cubic Feet),11.71,$/MCF,France
2023-03-01,NUS-NFR,FRA,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NFR_DMCF,Price of U.S. Liquefied Natural Gas Exports by Vessel to France (Dollars per Thousand Cubic Feet),6.17,$/MCF,France
2023-04-01,NUS-NFR,FRA,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NFR_DMCF,Price of U.S. Liquefied Natural Gas Exports by Vessel to France (Dollars per Thousand Cubic Feet),8.65,$/MCF,France
2023-05-01,NUS-NFR,FRA,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NFR_DMCF,Price of U.S. Liquefied Natural Gas Exports by Vessel to France (Dollars per Thousand Cubic Feet),5.85,$/MCF,France
2023-06-01,NUS-NFR,FRA,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NFR_DMCF,Price of U.S. Liquefied Natural Gas Exports by Vessel to France (Dollars per Thousand Cubic Feet),5.59,$/MCF,France
2023-07-01,NUS-NFR,FRA,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NFR_DMCF,Price of U.S. Liquefied Natural Gas Exports by Vessel to France (Dollars per Thousand Cubic Feet),6.38,$/MCF,France
2023-08-01,NUS-NFR,FRA,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NFR_DMCF,Price of U.S. Liquefied Natural Gas Exports by Vessel to France (Dollars per Thousand Cubic Feet),6.04,$/MCF,France
2023-09-01,NUS-NFR,FRA,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NFR_DMCF,Price of U.S. Liquefied Natural Gas Exports by Vessel to France (Dollars per Thousand Cubic Feet),6.6,$/MCF,France
2023-10-01,NUS-NFR,FRA,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NFR_DMCF,Price of U.S. Liquefied Natural Gas Exports by Vessel to France (Dollars per Thousand Cubic Feet),6.99,$/MCF,France
2023-11-01,NUS-NFR,FRA,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NFR_DMCF,Price of U.S. Liquefied Natural Gas Exports by Vessel to France (Dollars per Thousand Cubic Feet),7.6,$/MCF,France
2023-12-01,NUS-NFR,FRA,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NFR_DMCF,Price of U.S. Liquefied Natural Gas Exports by Vessel to France (Dollars per Thousand Cubic Feet),6.91,$/MCF,France
2024-01-01,NUS-NFR,FRA,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NFR_DMCF,Price of U.S. Liquefied Natural Gas Exports by Vessel to France (Dollars per Thousand Cubic Feet),5.93,$/MCF,France
2024-02-01,NUS-NFR,FRA,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NFR_DMCF,Price of U.S. Liquefied Natural Gas Exports by Vessel to France (Dollars per Thousand Cubic Feet),7.44,$/MCF,France
2024-03-01,NUS-NFR,FRA,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NFR_DMCF,Price of U.S. Liquefied Natural Gas Exports by Vessel to France (Dollars per Thousand Cubic Feet),5.63,$/MCF,France
2024-04-01,NUS-NFR,FRA,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NFR_DMCF,Price of U.S. Liquefied Natural Gas Exports by Vessel to France (Dollars per Thousand Cubic Feet),4.99,$/MCF,France
2024-05-01,NUS-NFR,FRA,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NFR_DMCF,Price of U.S. Liquefied Natural Gas Exports by Vessel to France (Dollars per Thousand Cubic Feet),5.03,$/MCF,France
2024-06-01,NUS-NFR,FRA,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NFR_DMCF,Price of U.S. Liquefied Natural Gas Exports by Vessel to France (Dollars per Thousand Cubic Feet),6.62,$/MCF,France
2024-07-01,NUS-NFR,FRA,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NFR_DMCF,Price of U.S. Liquefied Natural Gas Exports by Vessel to France (Dollars per Thousand Cubic Feet),7.13,$/MCF,France
2024-08-01,NUS-NFR,FRA,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NFR_DMCF,Price of U.S. Liquefied Natural Gas Exports by Vessel to France (Dollars per Thousand Cubic Feet),4.75,$/MCF,France
2024-09-01,NUS-NFR,FRA,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NFR_DMCF,Price of U.S. Liquefied Natural Gas Exports by Vessel to France (Dollars per Thousand Cubic Feet),5.54,$/MCF,France
2024-10-01,NUS-NFR,FRA,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NFR_DMCF,Price of U.S. Liquefied Natural Gas Exports by Vessel to France (Dollars per Thousand Cubic Feet),7.08,$/MCF,France
2024-11-01,NUS-NFR,FRA,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NFR_DMCF,Price of U.S. Liquefied Natural Gas Exports by Vessel to France (Dollars per Thousand Cubic Feet),8.11,$/MCF,France
2024-12-01,NUS-NFR,FRA,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NFR_DMCF,Price of U.S. Liquefied Natural Gas Exports by Vessel to France (Dollars per Thousand Cubic Feet),8.08,$/MCF,France
2025-01-01,NUS-NFR,FRA,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NFR_DMCF,Price of U.S. Liquefied Natural Gas Exports by Vessel to France (Dollars per Thousand Cubic Feet),7.69,$/MCF,France
2025-02-01,NUS-NFR,FRA,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NFR_DMCF,Price of U.S. Liquefied Natural Gas Exports by Vessel to France (Dollars per Thousand Cubic Feet),8.54,$/MCF,France
2025-03-01,NUS-NFR,FRA,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NFR_DMCF,Price of U.S. Liquefied Natural Gas Exports by Vessel to France (Dollars per Thousand Cubic Feet),9.37,$/MCF,France
2025-04-01,NUS-NFR,FRA,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NFR_DMCF,Price of U.S. Liquefied Natural Gas Exports by Vessel to France (Dollars per Thousand Cubic Feet),8.26,$/MCF,France
2025-05-01,NUS-NFR,FRA,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NFR_DMCF,Price of U.S. Liquefied Natural Gas Exports by Vessel to France (Dollars per Thousand Cubic Feet),6.71,$/MCF,France
2025-06-01,NUS-NFR,FRA,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NFR_DMCF,Price of U.S. Liquefied Natural Gas Exports by Vessel to France (Dollars per Thousand Cubic Feet),7.23,$/MCF,France
2025-07-01,NUS-NFR,FRA,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NFR_DMCF,Price of U.S. Liquefied Natural Gas Exports by Vessel to France (Dollars per Thousand Cubic Feet),6.11,$/MCF,France
2025-08-01,NUS-NFR,FRA,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NFR_DMCF,Price of U.S. Liquefied Natural Gas Exports by Vessel to France (Dollars per Thousand Cubic Feet),7.66,$/MCF,France
2025-09-01,NUS-NFR,FRA,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NFR_DMCF,Price of U.S. Liquefied Natural Gas Exports by Vessel to France (Dollars per Thousand Cubic Feet),6.9,$/MCF,France
2025-10-01,NUS-NFR,FRA,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NFR_DMCF,Price of U.S. Liquefied Natural Gas Exports by Vessel to France (Dollars per Thousand Cubic Feet),7.85,$/MCF,France
2025-11-01,NUS-NFR,FRA,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NFR_DMCF,Price of U.S. Liquefied Natural Gas Exports by Vessel to France (Dollars per Thousand Cubic Feet),7.8,$/MCF,France
2025-12-01,NUS-NFR,FRA,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NFR_DMCF,Price of U.S. Liquefied Natural Gas Exports by Vessel to France (Dollars per Thousand Cubic Feet),8.74,$/MCF,France
2026-01-01,NUS-NFR,FRA,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NFR_DMCF,Price of U.S. Liquefied Natural Gas Exports by Vessel to France (Dollars per Thousand Cubic Feet),8.42,$/MCF,France
2022-01-01,NUS-NGM,DEU,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NGM_DMCF,Price of U.S. Liquefied Natural Gas Exports by Vessel to Germany (Dollars per Thousand Cubic Feet),,$/MCF,Germany
2022-02-01,NUS-NGM,DEU,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NGM_DMCF,Price of U.S. Liquefied Natural Gas Exports by Vessel to Germany (Dollars per Thousand Cubic Feet),,$/MCF,Germany
2022-03-01,NUS-NGM,DEU,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NGM_DMCF,Price of U.S. Liquefied Natural Gas Exports by Vessel to Germany (Dollars per Thousand Cubic Feet),,$/MCF,Germany
2022-04-01,NUS-NGM,DEU,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NGM_DMCF,Price of U.S. Liquefied Natural Gas Exports by Vessel to Germany (Dollars per Thousand Cubic Feet),,$/MCF,Germany
2022-05-01,NUS-NGM,DEU,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NGM_DMCF,Price of U.S. Liquefied Natural Gas Exports by Vessel to Germany (Dollars per Thousand Cubic Feet),,$/MCF,Germany
2022-06-01,NUS-NGM,DEU,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NGM_DMCF,Price of U.S. Liquefied Natural Gas Exports by Vessel to Germany (Dollars per Thousand Cubic Feet),,$/MCF,Germany
2022-07-01,NUS-NGM,DEU,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NGM_DMCF,Price of U.S. Liquefied Natural Gas Exports by Vessel to Germany (Dollars per Thousand Cubic Feet),,$/MCF,Germany
2022-08-01,NUS-NGM,DEU,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NGM_DMCF,Price of U.S. Liquefied Natural Gas Exports by Vessel to Germany (Dollars per Thousand Cubic Feet),,$/MCF,Germany
2022-09-01,NUS-NGM,DEU,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NGM_DMCF,Price of U.S. Liquefied Natural Gas Exports by Vessel to Germany (Dollars per Thousand Cubic Feet),,$/MCF,Germany
2022-10-01,NUS-NGM,DEU,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NGM_DMCF,Price of U.S. Liquefied Natural Gas Exports by Vessel to Germany (Dollars per Thousand Cubic Feet),,$/MCF,Germany
2022-11-01,NUS-NGM,DEU,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NGM_DMCF,Price of U.S. Liquefied Natural Gas Exports by Vessel to Germany (Dollars per Thousand Cubic Feet),10.79,$/MCF,Germany
2022-12-01,NUS-NGM,DEU,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NGM_DMCF,Price of U.S. Liquefied Natural Gas Exports by Vessel to Germany (Dollars per Thousand Cubic Feet),20.02,$/MCF,Germany
2023-01-01,NUS-NGM,DEU,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NGM_DMCF,Price of U.S. Liquefied Natural Gas Exports by Vessel to Germany (Dollars per Thousand Cubic Feet),13.46,$/MCF,Germany
2023-02-01,NUS-NGM,DEU,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NGM_DMCF,Price of U.S. Liquefied Natural Gas Exports by Vessel to Germany (Dollars per Thousand Cubic Feet),16.33,$/MCF,Germany
2023-03-01,NUS-NGM,DEU,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NGM_DMCF,Price of U.S. Liquefied Natural Gas Exports by Vessel to Germany (Dollars per Thousand Cubic Feet),12.06,$/MCF,Germany
2023-04-01,NUS-NGM,DEU,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NGM_DMCF,Price of U.S. Liquefied Natural Gas Exports by Vessel to Germany (Dollars per Thousand Cubic Feet),5.71,$/MCF,Germany
2023-05-01,NUS-NGM,DEU,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NGM_DMCF,Price of U.S. Liquefied Natural Gas Exports by Vessel to Germany (Dollars per Thousand Cubic Feet),9.85,$/MCF,Germany
2023-06-01,NUS-NGM,DEU,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NGM_DMCF,Price of U.S. Liquefied Natural Gas Exports by Vessel to Germany (Dollars per Thousand Cubic Feet),5.8,$/MCF,Germany
2023-07-01,NUS-NGM,DEU,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NGM_DMCF,Price of U.S. Liquefied Natural Gas Exports by Vessel to Germany (Dollars per Thousand Cubic Feet),10.22,$/MCF,Germany
2023-08-01,NUS-NGM,DEU,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NGM_DMCF,Price of U.S. Liquefied Natural Gas Exports by Vessel to Germany (Dollars per Thousand Cubic Feet),7.21,$/MCF,Germany
2023-09-01,NUS-NGM,DEU,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NGM_DMCF,Price of U.S. Liquefied Natural Gas Exports by Vessel to Germany (Dollars per Thousand Cubic Feet),8.47,$/MCF,Germany
2023-10-01,NUS-NGM,DEU,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NGM_DMCF,Price of U.S. Liquefied Natural Gas Exports by Vessel to Germany (Dollars per Thousand Cubic Feet),8.32,$/MCF,Germany
2023-11-01,NUS-NGM,DEU,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NGM_DMCF,Price of U.S. Liquefied Natural Gas Exports by Vessel to Germany (Dollars per Thousand Cubic Feet),8.38,$/MCF,Germany
