period,duoarea,area-name,product,product-name,process,process-name,series,series-description,value,units,country
2025-11-01,NUS-NNL,NLD,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NNL_DMCF,Price of Liquefied U.S. Natural Gas Exports by Vessel to Netherlands (Dollars per Thousand Cubic Feet),8.64,$/MCF,Netherlands
2025-12-01,NUS-NNL,NLD,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NNL_DMCF,Price of Liquefied U.S. Natural Gas Exports by Vessel to Netherlands (Dollars per Thousand Cubic Feet),8.37,$/MCF,Netherlands
2026-01-01,NUS-NNL,NLD,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NNL_DMCF,Price of Liquefied U.S. Natural Gas Exports by Vessel to Netherlands (Dollars per Thousand Cubic Feet),8.61,$/MCF,Netherlands
2018-01-01,NUS-NSP,ESP,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NSP_DMCF,Price of  U.S. Liquefied Natural Gas Exports by Vessel to Spain (Dollars per Thousand Cubic Feet),,$/MCF,Spain
2018-02-01,NUS-NSP,ESP,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NSP_DMCF,Price of  U.S. Liquefied Natural Gas Exports by Vessel to Spain (Dollars per Thousand Cubic Feet),,$/MCF,Spain
2018-03-01,NUS-NSP,ESP,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NSP_DMCF,Price of  U.S. Liquefied Natural Gas Exports by Vessel to Spain (Dollars per Thousand Cubic Feet),,$/MCF,Spain
2018-04-01,NUS-NSP,ESP,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NSP_DMCF,Price of  U.S. Liquefied Natural Gas Exports by Vessel to Spain (Dollars per Thousand Cubic Feet),,$/MCF,Spain
2018-05-01,NUS-NSP,ESP,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NSP_DMCF,Price of  U.S. Liquefied Natural Gas Exports by Vessel to Spain (Dollars per Thousand Cubic Feet),,$/MCF,Spain
2018-06-01,NUS-NSP,ESP,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NSP_DMCF,Price of  U.S. Liquefied Natural Gas Exports by Vessel to Spain (Dollars per Thousand Cubic Feet),,$/MCF,Spain
2018-07-01,NUS-NSP,ESP,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NSP_DMCF,Price of  U.S. Liquefied Natural Gas Exports by Vessel to Spain (Dollars per Thousand Cubic Feet),6.7,$/MCF,Spain
2018-08-01,NUS-NSP,ESP,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NSP_DMCF,Price of  U.S. Liquefied Natural Gas Exports by Vessel to Spain (Dollars per Thousand Cubic Feet),,$/MCF,Spain
2018-09-01,NUS-NSP,ESP,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NSP_DMCF,Price of  U.S. Liquefied Natural Gas Exports by Vessel to Spain (Dollars per Thousand Cubic Feet),,$/MCF,Spain
2018-10-01,NUS-NSP,ESP,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NSP_DMCF,Price of  U.S. Liquefied Natural Gas Exports by Vessel to Spain (Dollars per Thousand Cubic Feet),3.46,$/MCF,Spain
2018-11-01,NUS-NSP,ESP,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NSP_DMCF,Price of  U.S. Liquefied Natural Gas Exports by Vessel to Spain (Dollars per Thousand Cubic Feet),3.8,$/MCF,Spain
2018-12-01,NUS-NSP,ESP,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NSP_DMCF,Price of  U.S. Liquefied Natural Gas Exports by Vessel to Spain (Dollars per Thousand Cubic Feet),,$/MCF,Spain
2019-01-01,NUS-NSP,ESP,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NSP_DMCF,Price of  U.S. Liquefied Natural Gas Exports by Vessel to Spain (Dollars per Thousand Cubic Feet),8.11,$/MCF,Spain
2019-02-01,NUS-NSP,ESP,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NSP_DMCF,Price of  U.S. Liquefied Natural Gas Exports by Vessel to Spain (Dollars per Thousand Cubic Feet),5.05,$/MCF,Spain
2019-03-01,NUS-NSP,ESP,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NSP_DMCF,Price of  U.S. Liquefied Natural Gas Exports by Vessel to Spain (Dollars per Thousand Cubic Feet),4.88,$/MCF,Spain
2019-04-01,NUS-NSP,ESP,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NSP_DMCF,Price of  U.S. Liquefied Natural Gas Exports by Vessel to Spain (Dollars per Thousand Cubic Feet),4.8,$/MCF,Spain
2019-05-01,NUS-NSP,ESP,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NSP_DMCF,Price of  U.S. Liquefied Natural Gas Exports by Vessel to Spain (Dollars per Thousand Cubic Feet),5.19,$/MCF,Spain
2019-06-01,NUS-NSP,ESP,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NSP_DMCF,Price of  U.S. Liquefied Natural Gas Exports by Vessel to Spain (Dollars per Thousand Cubic Feet),4.87,$/MCF,Spain
2019-07-01,NUS-NSP,ESP,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NSP_DMCF,Price of  U.S. Liquefied Natural Gas Exports by Vessel to Spain (Dollars per Thousand Cubic Feet),4.81,$/MCF,Spain
2019-08-01,NUS-NSP,ESP,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NSP_DMCF,Price of  U.S. Liquefied Natural Gas Exports by Vessel to Spain (Dollars per Thousand Cubic Feet),4.89,$/MCF,Spain
2019-09-01,NUS-NSP,ESP,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NSP_DMCF,Price of  U.S. Liquefied Natural Gas Exports by Vessel to Spain (Dollars per Thousand Cubic Feet),5.64,$/MCF,Spain
2019-10-01,NUS-NSP,ESP,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NSP_DMCF,Price of  U.S. Liquefied Natural Gas Exports by Vessel to Spain (Dollars per Thousand Cubic Feet),4.86,$/MCF,Spain
2019-11-01,NUS-NSP,ESP,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NSP_DMCF,Price of  U.S. Liquefied Natural Gas Exports by Vessel to Spain (Dollars per Thousand Cubic Feet),6.08,$/MCF,Spain
2019-12-01,NUS-NSP,ESP,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NSP_DMCF,Price of  U.S. Liquefied Natural Gas Exports by Vessel to Spain (Dollars per Thousand Cubic Feet),5.39,$/MCF,Spain
2020-01-01,NUS-NSP,ESP,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NSP_DMCF,Price of  U.S. Liquefied Natural Gas Exports by Vessel to Spain (Dollars per Thousand Cubic Feet),6.1,$/MCF,Spain
2020-02-01,NUS-NSP,ESP,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NSP_DMCF,Price of  U.S. Liquefied Natural Gas Exports by Vessel to Spain (Dollars per Thousand Cubic Feet),5.33,$/MCF,Spain
2020-03-01,NUS-NSP,ESP,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NSP_DMCF,Price of  U.S. Liquefied Natural Gas Exports by Vessel to Spain (Dollars per Thousand Cubic Feet),5.41,$/MCF,Spain
2020-04-01,NUS-NSP,ESP,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NSP_DMCF,Price of  U.S. Liquefied Natural Gas Exports by Vessel to Spain (Dollars per Thousand Cubic Feet),4.68,$/MCF,Spain
2020-05-01,NUS-NSP,ESP,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NSP_DMCF,Price of  U.S. Liquefied Natural Gas Exports by Vessel to Spain (Dollars per Thousand Cubic Feet),5.31,$/MCF,Spain
2020-06-01,NUS-NSP,ESP,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NSP_DMCF,Price of  U.S. Liquefied Natural Gas Exports by Vessel to Spain (Dollars per Thousand Cubic Feet),5.85,$/MCF,Spain
2020-07-01,NUS-NSP,ESP,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NSP_DMCF,Price of  U.S. Liquefied Natural Gas Exports by Vessel to Spain (Dollars per Thousand Cubic Feet),5.32,$/MCF,Spain
2020-08-01,NUS-NSP,ESP,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NSP_DMCF,Price of  U.S. Liquefied Natural Gas Exports by Vessel to Spain (Dollars per Thousand Cubic Feet),5.5,$/MCF,Spain
2020-09-01,NUS-NSP,ESP,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NSP_DMCF,Price of  U.S. Liquefied Natural Gas Exports by Vessel to Spain (Dollars per Thousand Cubic Feet),5.59,$/MCF,Spain
2020-10-01,NUS-NSP,ESP,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NSP_DMCF,Price of  U.S. Liquefied Natural Gas Exports by Vessel to Spain (Dollars per Thousand Cubic Feet),5.71,$/MCF,Spain
2020-11-01,NUS-NSP,ESP,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NSP_DMCF,Price of  U.S. Liquefied Natural Gas Exports by Vessel to Spain (Dollars per Thousand Cubic Feet),6.57,$/MCF,Spain
2020-12-01,NUS-NSP,ESP,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NSP_DMCF,Price of  U.S. Liquefied Natural Gas Exports by Vessel to Spain (Dollars per Thousand Cubic Feet),6.94,$/MCF,Spain
2021-01-01,NUS-NSP,ESP,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NSP_DMCF,Price of  U.S. Liquefied Natural Gas Exports by Vessel to Spain (Dollars per Thousand Cubic Feet),6.31,$/MCF,Spain
2021-02-01,NUS-NSP,ESP,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NSP_DMCF,Price of  U.S. Liquefied Natural Gas Exports by Vessel to Spain (Dollars per Thousand Cubic Feet),6.48,$/MCF,Spain
2021-03-01,NUS-NSP,ESP,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NSP_DMCF,Price of  U.S. Liquefied Natural Gas Exports by Vessel to Spain (Dollars per Thousand Cubic Feet),5.95,$/MCF,Spain
2021-04-01,NUS-NSP,ESP,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NSP_DMCF,Price of  U.S. Liquefied Natural Gas Exports by Vessel to Spain (Dollars per Thousand Cubic Feet),6.34,$/MCF,Spain
2021-05-01,NUS-NSP,ESP,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NSP_DMCF,Price of  U.S. Liquefied Natural Gas Exports by Vessel to Spain (Dollars per Thousand Cubic Feet),6.77,$/MCF,Spain
2021-06-01,NUS-NSP,ESP,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NSP_DMCF,Price of  U.S. Liquefied Natural Gas Exports by Vessel to Spain (Dollars per Thousand Cubic Feet),5.91,$/MCF,Spain
2021-07-01,NUS-NSP,ESP,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NSP_DMCF,Price of  U.S. Liquefied Natural Gas Exports by Vessel to Spain (Dollars per Thousand Cubic Feet),6.38,$/MCF,Spain
2021-08-01,NUS-NSP,ESP,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NSP_DMCF,Price of  U.S. Liquefied Natural Gas Exports by Vessel to Spain (Dollars per Thousand Cubic Feet),8.16,$/MCF,Spain
2021-09-01,NUS-NSP,ESP,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NSP_DMCF,Price of  U.S. Liquefied Natural Gas Exports by Vessel to Spain (Dollars per Thousand Cubic Feet),8.26,$/MCF,Spain
2021-10-01,NUS-NSP,ESP,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NSP_DMCF,Price of  U.S. Liquefied Natural Gas Exports by Vessel to Spain (Dollars per Thousand Cubic Feet),9.68,$/MCF,Spain
2021-11-01,NUS-NSP,ESP,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NSP_DMCF,Price of  U.S. Liquefied Natural Gas Exports by Vessel to Spain (Dollars per Thousand Cubic Feet),10.45,$/MCF,Spain
2021-12-01,NUS-NSP,ESP,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NSP_DMCF,Price of  U.S. Liquefied Natural Gas Exports by Vessel to Spain (Dollars per Thousand Cubic Feet),9.6,$/MCF,Spain
2022-01-01,NUS-NSP,ESP,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NSP_DMCF,Price of  U.S. Liquefied Natural Gas Exports by Vessel to Spain (Dollars per Thousand Cubic Feet),8.23,$/MCF,Spain
2022-02-01,NUS-NSP,ESP,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NSP_DMCF,Price of  U.S. Liquefied Natural Gas Exports by Vessel to Spain (Dollars per Thousand Cubic Feet),10.28,$/MCF,Spain
2022-03-01,NUS-NSP,ESP,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NSP_DMCF,Price of  U.S. Liquefied Natural Gas Exports by Vessel to Spain (Dollars per Thousand Cubic Feet),8.71,$/MCF,Spain
2022-04-01,NUS-NSP,ESP,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NSP_DMCF,Price of  U.S. Liquefied Natural Gas Exports by Vessel to Spain (Dollars per Thousand Cubic Feet),9.09,$/MCF,Spain
2022-05-01,NUS-NSP,ESP,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NSP_DMCF,Price of  U.S. Liquefied Natural Gas Exports by Vessel to Spain (Dollars per Thousand Cubic Feet),11.65,$/MCF,Spain
2022-06-01,NUS-NSP,ESP,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NSP_DMCF,Price of  U.S. Liquefied Natural Gas Exports by Vessel to Spain (Dollars per Thousand Cubic Feet),13.15,$/MCF,Spain
2022-07-01,NUS-NSP,ESP,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NSP_DMCF,Price of  U.S. Liquefied Natural Gas Exports by Vessel to Spain (Dollars per Thousand Cubic Feet),14.29,$/MCF,Spain
2022-08-01,NUS-NSP,ESP,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NSP_DMCF,Price of  U.S. Liquefied Natural Gas Exports by Vessel to Spain (Dollars per Thousand Cubic Feet),13.16,$/MCF,Spain
2022-09-01,NUS-NSP,ESP,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NSP_DMCF,Price of  U.S. Liquefied Natural Gas Exports by Vessel to Spain (Dollars per Thousand Cubic Feet),14.04,$/MCF,Spain
2022-10-01,NUS-NSP,ESP,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NSP_DMCF,Price of  U.S. Liquefied Natural Gas Exports by Vessel to Spain (Dollars per Thousand Cubic Feet),14.67,$/MCF,Spain
2022-11-01,NUS-NSP,ESP,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NSP_DMCF,Price of  U.S. Liquefied Natural Gas Exports by Vessel to Spain (Dollars per Thousand Cubic Feet),9.46,$/MCF,Spain
2022-12-01,NUS-NSP,ESP,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NSP_DMCF,Price of  U.S. Liquefied Natural Gas Exports by Vessel to Spain (Dollars per Thousand Cubic Feet),16.77,$/MCF,Spain
2023-01-01,NUS-NSP,ESP,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NSP_DMCF,Price of  U.S. Liquefied Natural Gas Exports by Vessel to Spain (Dollars per Thousand Cubic Feet),9.44,$/MCF,Spain
2023-02-01,NUS-NSP,ESP,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NSP_DMCF,Price of  U.S. Liquefied Natural Gas Exports by Vessel to Spain (Dollars per Thousand Cubic Feet),7.88,$/MCF,Spain
2023-03-01,NUS-NSP,ESP,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NSP_DMCF,Price of  U.S. Liquefied Natural Gas Exports by Vessel to Spain (Dollars per Thousand Cubic Feet),7.9,$/MCF,Spain
2023-04-01,NUS-NSP,ESP,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NSP_DMCF,Price of  U.S. Liquefied Natural Gas Exports by Vessel to Spain (Dollars per Thousand Cubic Feet),8.18,$/MCF,Spain
2023-05-01,NUS-NSP,ESP,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NSP_DMCF,Price of  U.S. Liquefied Natural Gas Exports by Vessel to Spain (Dollars per Thousand Cubic Feet),7.87,$/MCF,Spain
2023-06-01,NUS-NSP,ESP,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NSP_DMCF,Price of  U.S. Liquefied Natural Gas Exports by Vessel to Spain (Dollars per Thousand Cubic Feet),11.16,$/MCF,Spain
2023-07-01,NUS-NSP,ESP,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NSP_DMCF,Price of  U.S. Liquefied Natural Gas Exports by Vessel to Spain (Dollars per Thousand Cubic Feet),6.51,$/MCF,Spain
2023-08-01,NUS-NSP,ESP,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NSP_DMCF,Price of  U.S. Liquefied Natural Gas Exports by Vessel to Spain (Dollars per Thousand Cubic Feet),7.15,$/MCF,Spain
2023-09-01,NUS-NSP,ESP,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NSP_DMCF,Price of  U.S. Liquefied Natural Gas Exports by Vessel to Spain (Dollars per Thousand Cubic Feet),6.12,$/MCF,Spain
2023-10-01,NUS-NSP,ESP,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NSP_DMCF,Price of  U.S. Liquefied Natural Gas Exports by Vessel to Spain (Dollars per Thousand Cubic Feet),7.0,$/MCF,Spain
2023-11-01,NUS-NSP,ESP,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NSP_DMCF,Price of  U.S. Liquefied Natural Gas Exports by Vessel to Spain (Dollars per Thousand Cubic Feet),7.18,$/MCF,Spain
2023-12-01,NUS-NSP,ESP,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NSP_DMCF,Price of  U.S. Liquefied Natural Gas Exports by Vessel to Spain (Dollars per Thousand Cubic Feet),6.49,$/MCF,Spain
2024-01-01,NUS-NSP,ESP,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NSP_DMCF,Price of  U.S. Liquefied Natural Gas Exports by Vessel to Spain (Dollars per Thousand Cubic Feet),6.52,$/MCF,Spain
2024-02-01,NUS-NSP,ESP,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NSP_DMCF,Price of  U.S. Liquefied Natural Gas Exports by Vessel to Spain (Dollars per Thousand Cubic Feet),6.2,$/MCF,Spain
2024-03-01,NUS-NSP,ESP,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NSP_DMCF,Price of  U.S. Liquefied Natural Gas Exports by Vessel to Spain (Dollars per Thousand Cubic Feet),4.98,$/MCF,Spain
2024-04-01,NUS-NSP,ESP,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NSP_DMCF,Price of  U.S. Liquefied Natural Gas Exports by Vessel to Spain (Dollars per Thousand Cubic Feet),4.91,$/MCF,Spain
2024-05-01,NUS-NSP,ESP,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NSP_DMCF,Price of  U.S. Liquefied Natural Gas Exports by Vessel to Spain (Dollars per Thousand Cubic Feet),5.18,$/MCF,Spain
2024-06-01,NUS-NSP,ESP,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NSP_DMCF,Price of  U.S. Liquefied Natural Gas Exports by Vessel to Spain (Dollars per Thousand Cubic Feet),5.67,$/MCF,Spain
2024-07-01,NUS-NSP,ESP,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NSP_DMCF,Price of  U.S. Liquefied Natural Gas Exports by Vessel to Spain (Dollars per Thousand Cubic Feet),6.49,$/MCF,Spain
2024-08-01,NUS-NSP,ESP,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NSP_DMCF,Price of  U.S. Liquefied Natural Gas Exports by Vessel to Spain (Dollars per Thousand Cubic Feet),5.13,$/MCF,Spain
2024-09-01,NUS-NSP,ESP,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NSP_DMCF,Price of  U.S. Liquefied Natural Gas Exports by Vessel to Spain (Dollars per Thousand Cubic Feet),5.92,$/MCF,Spain
2024-10-01,NUS-NSP,ESP,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NSP_DMCF,Price of  U.S. Liquefied Natural Gas Exports by Vessel to Spain (Dollars per Thousand Cubic Feet),6.47,$/MCF,Spain
2024-11-01,NUS-NSP,ESP,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NSP_DMCF,Price of  U.S. Liquefied Natural Gas Exports by Vessel to Spain (Dollars per Thousand Cubic Feet),5.31,$/MCF,Spain
2024-12-01,NUS-NSP,ESP,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NSP_DMCF,Price of  U.S. Liquefied Natural Gas Exports by Vessel to Spain (Dollars per Thousand Cubic Feet),8.62,$/MCF,Spain
2025-01-01,NUS-NSP,ESP,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NSP_DMCF,Price of  U.S. Liquefied Natural Gas Exports by Vessel to Spain (Dollars per Thousand Cubic Feet),9.34,$/MCF,Spain
2025-02-01,NUS-NSP,ESP,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NSP_DMCF,Price of  U.S. Liquefied Natural Gas Exports by Vessel to Spain (Dollars per Thousand Cubic Feet),7.91,$/MCF,Spain
2025-03-01,NUS-NSP,ESP,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NSP_DMCF,Price of  U.S. Liquefied Natural Gas Exports by Vessel to Spain (Dollars per Thousand Cubic Feet),9.41,$/MCF,Spain
2025-04-01,NUS-NSP,ESP,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NSP_DMCF,Price of  U.S. Liquefied Natural Gas Exports by Vessel to Spain (Dollars per Thousand Cubic Feet),7.86,$/MCF,Spain
2025-05-01,NUS-NSP,ESP,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NSP_DMCF,Price of  U.S. Liquefied Natural Gas Exports by Vessel to Spain (Dollars per Thousand Cubic Feet),6.87,$/MCF,Spain
2025-06-01,NUS-NSP,ESP,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NSP_DMCF,Price of  U.S. Liquefied Natural Gas Exports by Vessel to Spain (Dollars per Thousand Cubic Feet),8.16,$/MCF,Spain
2025-07-01,NUS-NSP,ESP,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NSP_DMCF,Price of  U.S. Liquefied Natural Gas Exports by Vessel to Spain (Dollars per Thousand Cubic Feet),7.09,$/MCF,Spain
2025-08-01,NUS-NSP,ESP,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NSP_DMCF,Price of  U.S. Liquefied Natural Gas Exports by Vessel to Spain (Dollars per Thousand Cubic Feet),6.69,$/MCF,Spain
2025-09-01,NUS-NSP,ESP,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NSP_DMCF,Price of  U.S. Liquefied Natural Gas Exports by Vessel to Spain (Dollars per Thousand Cubic Feet),6.03,$/MCF,Spain
2025-10-01,NUS-NSP,ESP,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NSP_DMCF,Price of  U.S. Liquefied Natural Gas Exports by Vessel to Spain (Dollars per Thousand Cubic Feet),7.08,$/MCF,Spain
2025-11-01,NUS-NSP,ESP,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NSP_DMCF,Price of  U.S. Liquefied Natural Gas Exports by Vessel to Spain (Dollars per Thousand Cubic Feet),7.24,$/MCF,Spain
2025-12-01,NUS-NSP,ESP,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NSP_DMCF,Price of  U.S. Liquefied Natural Gas Exports by Vessel to Spain (Dollars per Thousand Cubic Feet),8.12,$/MCF,Spain
2026-01-01,NUS-NSP,ESP,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NSP_DMCF,Price of  U.S. Liquefied Natural Gas Exports by Vessel to Spain (Dollars per Thousand Cubic Feet),8.36,$/MCF,Spain
2018-01-01,NUS-NBE,BEL,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NBE_DMCF,Price of Liquefied U.S. Natural Gas Exports by Vessel to Belgium (Dollars per Thousand Cubic Feet),,$/MCF,Belgium
2018-02-01,NUS-NBE,BEL,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NBE_DMCF,Price of Liquefied U.S. Natural Gas Exports by Vessel to Belgium (Dollars per Thousand Cubic Feet),,$/MCF,Belgium
2018-03-01,NUS-NBE,BEL,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NBE_DMCF,Price of Liquefied U.S. Natural Gas Exports by Vessel to Belgium (Dollars per Thousand Cubic Feet),,$/MCF,Belgium
2018-04-01,NUS-NBE,BEL,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NBE_DMCF,Price of Liquefied U.S. Natural Gas Exports by Vessel to Belgium (Dollars per Thousand Cubic Feet),,$/MCF,Belgium
2018-05-01,NUS-NBE,BEL,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NBE_DMCF,Price of Liquefied U.S. Natural Gas Exports by Vessel to Belgium (Dollars per Thousand Cubic Feet),,$/MCF,Belgium
