period,duoarea,area-name,product,product-name,process,process-name,series,series-description,value,units,country
2023-08-01,NUS-NIT,ITA,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NIT_MMCF,Liquefied U.S. Natural Gas Exports by Vessel to Italy (MMcf),21519.0,MMCF,Italy
2023-09-01,NUS-NIT,ITA,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NIT_MMCF,Liquefied U.S. Natural Gas Exports by Vessel to Italy (MMcf),22094.0,MMCF,Italy
2023-10-01,NUS-NIT,ITA,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NIT_MMCF,Liquefied U.S. Natural Gas Exports by Vessel to Italy (MMcf),6850.0,MMCF,Italy
2023-11-01,NUS-NIT,ITA,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NIT_MMCF,Liquefied U.S. Natural Gas Exports by Vessel to Italy (MMcf),23786.0,MMCF,Italy
2023-12-01,NUS-NIT,ITA,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NIT_MMCF,Liquefied U.S. Natural Gas Exports by Vessel to Italy (MMcf),21283.0,MMCF,Italy
2024-01-01,NUS-NIT,ITA,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NIT_MMCF,Liquefied U.S. Natural Gas Exports by Vessel to Italy (MMcf),24767.0,MMCF,Italy
2024-02-01,NUS-NIT,ITA,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NIT_MMCF,Liquefied U.S. Natural Gas Exports by Vessel to Italy (MMcf),11455.0,MMCF,Italy
2024-03-01,NUS-NIT,ITA,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NIT_MMCF,Liquefied U.S. Natural Gas Exports by Vessel to Italy (MMcf),10256.0,MMCF,Italy
2024-04-01,NUS-NIT,ITA,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NIT_MMCF,Liquefied U.S. Natural Gas Exports by Vessel to Italy (MMcf),14040.0,MMCF,Italy
2024-05-01,NUS-NIT,ITA,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NIT_MMCF,Liquefied U.S. Natural Gas Exports by Vessel to Italy (MMcf),10814.0,MMCF,Italy
2024-06-01,NUS-NIT,ITA,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NIT_MMCF,Liquefied U.S. Natural Gas Exports by Vessel to Italy (MMcf),17597.0,MMCF,Italy
2024-07-01,NUS-NIT,ITA,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NIT_MMCF,Liquefied U.S. Natural Gas Exports by Vessel to Italy (MMcf),3965.0,MMCF,Italy
2024-08-01,NUS-NIT,ITA,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NIT_MMCF,Liquefied U.S. Natural Gas Exports by Vessel to Italy (MMcf),21124.0,MMCF,Italy
2024-09-01,NUS-NIT,ITA,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NIT_MMCF,Liquefied U.S. Natural Gas Exports by Vessel to Italy (MMcf),17217.0,MMCF,Italy
2024-10-01,NUS-NIT,ITA,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NIT_MMCF,Liquefied U.S. Natural Gas Exports by Vessel to Italy (MMcf),17527.0,MMCF,Italy
2024-11-01,NUS-NIT,ITA,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NIT_MMCF,Liquefied U.S. Natural Gas Exports by Vessel to Italy (MMcf),19322.0,MMCF,Italy
2024-12-01,NUS-NIT,ITA,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NIT_MMCF,Liquefied U.S. Natural Gas Exports by Vessel to Italy (MMcf),17688.0,MMCF,Italy
2025-01-01,NUS-NIT,ITA,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NIT_MMCF,Liquefied U.S. Natural Gas Exports by Vessel to Italy (MMcf),28341.0,MMCF,Italy
2025-02-01,NUS-NIT,ITA,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NIT_MMCF,Liquefied U.S. Natural Gas Exports by Vessel to Italy (MMcf),20748.0,MMCF,Italy
2025-03-01,NUS-NIT,ITA,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NIT_MMCF,Liquefied U.S. Natural Gas Exports by Vessel to Italy (MMcf),31307.0,MMCF,Italy
2025-04-01,NUS-NIT,ITA,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NIT_MMCF,Liquefied U.S. Natural Gas Exports by Vessel to Italy (MMcf),24212.0,MMCF,Italy
2025-05-01,NUS-NIT,ITA,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NIT_MMCF,Liquefied U.S. Natural Gas Exports by Vessel to Italy (MMcf),32046.0,MMCF,Italy
2025-06-01,NUS-NIT,ITA,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NIT_MMCF,Liquefied U.S. Natural Gas Exports by Vessel to Italy (MMcf),42300.0,MMCF,Italy
2025-07-01,NUS-NIT,ITA,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NIT_MMCF,Liquefied U.S. Natural Gas Exports by Vessel to Italy (MMcf),24576.0,MMCF,Italy
2025-08-01,NUS-NIT,ITA,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NIT_MMCF,Liquefied U.S. Natural Gas Exports by Vessel to Italy (MMcf),38641.0,MMCF,Italy
2025-09-01,NUS-NIT,ITA,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NIT_MMCF,Liquefied U.S. Natural Gas Exports by Vessel to Italy (MMcf),21220.0,MMCF,Italy
2025-10-01,NUS-NIT,ITA,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NIT_MMCF,Liquefied U.S. Natural Gas Exports by Vessel to Italy (MMcf),25039.0,MMCF,Italy
2025-11-01,NUS-NIT,ITA,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NIT_MMCF,Liquefied U.S. Natural Gas Exports by Vessel to Italy (MMcf),24925.0,MMCF,Italy
2025-12-01,NUS-NIT,ITA,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NIT_MMCF,Liquefied U.S. Natural Gas Exports by Vessel to Italy (MMcf),39156.0,MMCF,Italy
2026-01-01,NUS-NIT,ITA,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NIT_MMCF,Liquefied U.S. Natural Gas Exports by Vessel to Italy (MMcf),35344.0,MMCF,Italy
2018-03-01,NUS-NUK,GBR,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NUK_MMCF,Liquefied U.S. Natural Gas Exports by Vessel to United Kingdom (MMcf),6267.0,MMCF,UK
2018-09-01,NUS-NUK,GBR,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NUK_MMCF,Liquefied U.S. Natural Gas Exports by Vessel to United Kingdom (MMcf),3624.0,MMCF,UK
2018-10-01,NUS-NUK,GBR,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NUK_MMCF,Liquefied U.S. Natural Gas Exports by Vessel to United Kingdom (MMcf),7213.0,MMCF,UK
2018-11-01,NUS-NUK,GBR,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NUK_MMCF,Liquefied U.S. Natural Gas Exports by Vessel to United Kingdom (MMcf),20695.0,MMCF,UK
2018-12-01,NUS-NUK,GBR,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NUK_MMCF,Liquefied U.S. Natural Gas Exports by Vessel to United Kingdom (MMcf),13499.0,MMCF,UK
2019-01-01,NUS-NUK,GBR,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NUK_MMCF,Liquefied U.S. Natural Gas Exports by Vessel to United Kingdom (MMcf),10373.0,MMCF,UK
2019-02-01,NUS-NUK,GBR,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NUK_MMCF,Liquefied U.S. Natural Gas Exports by Vessel to United Kingdom (MMcf),3711.0,MMCF,UK
2019-03-01,NUS-NUK,GBR,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NUK_MMCF,Liquefied U.S. Natural Gas Exports by Vessel to United Kingdom (MMcf),3669.0,MMCF,UK
2019-08-01,NUS-NUK,GBR,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NUK_MMCF,Liquefied U.S. Natural Gas Exports by Vessel to United Kingdom (MMcf),1335.0,MMCF,UK
2019-09-01,NUS-NUK,GBR,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NUK_MMCF,Liquefied U.S. Natural Gas Exports by Vessel to United Kingdom (MMcf),3303.0,MMCF,UK
2019-10-01,NUS-NUK,GBR,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NUK_MMCF,Liquefied U.S. Natural Gas Exports by Vessel to United Kingdom (MMcf),26260.0,MMCF,UK
2019-11-01,NUS-NUK,GBR,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NUK_MMCF,Liquefied U.S. Natural Gas Exports by Vessel to United Kingdom (MMcf),39957.0,MMCF,UK
2019-12-01,NUS-NUK,GBR,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NUK_MMCF,Liquefied U.S. Natural Gas Exports by Vessel to United Kingdom (MMcf),29749.0,MMCF,UK
2020-01-01,NUS-NUK,GBR,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NUK_MMCF,Liquefied U.S. Natural Gas Exports by Vessel to United Kingdom (MMcf),30428.0,MMCF,UK
2020-02-01,NUS-NUK,GBR,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NUK_MMCF,Liquefied U.S. Natural Gas Exports by Vessel to United Kingdom (MMcf),28884.0,MMCF,UK
2020-03-01,NUS-NUK,GBR,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NUK_MMCF,Liquefied U.S. Natural Gas Exports by Vessel to United Kingdom (MMcf),20202.0,MMCF,UK
2020-07-01,NUS-NUK,GBR,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NUK_MMCF,Liquefied U.S. Natural Gas Exports by Vessel to United Kingdom (MMcf),2908.0,MMCF,UK
2020-09-01,NUS-NUK,GBR,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NUK_MMCF,Liquefied U.S. Natural Gas Exports by Vessel to United Kingdom (MMcf),3664.0,MMCF,UK
2020-10-01,NUS-NUK,GBR,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NUK_MMCF,Liquefied U.S. Natural Gas Exports by Vessel to United Kingdom (MMcf),17191.0,MMCF,UK
2020-11-01,NUS-NUK,GBR,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NUK_MMCF,Liquefied U.S. Natural Gas Exports by Vessel to United Kingdom (MMcf),26544.0,MMCF,UK
2020-12-01,NUS-NUK,GBR,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NUK_MMCF,Liquefied U.S. Natural Gas Exports by Vessel to United Kingdom (MMcf),30378.0,MMCF,UK
2021-01-01,NUS-NUK,GBR,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NUK_MMCF,Liquefied U.S. Natural Gas Exports by Vessel to United Kingdom (MMcf),21436.0,MMCF,UK
2021-02-01,NUS-NUK,GBR,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NUK_MMCF,Liquefied U.S. Natural Gas Exports by Vessel to United Kingdom (MMcf),34343.0,MMCF,UK
2021-03-01,NUS-NUK,GBR,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NUK_MMCF,Liquefied U.S. Natural Gas Exports by Vessel to United Kingdom (MMcf),17440.0,MMCF,UK
2021-04-01,NUS-NUK,GBR,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NUK_MMCF,Liquefied U.S. Natural Gas Exports by Vessel to United Kingdom (MMcf),13877.0,MMCF,UK
2021-05-01,NUS-NUK,GBR,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NUK_MMCF,Liquefied U.S. Natural Gas Exports by Vessel to United Kingdom (MMcf),10586.0,MMCF,UK
2021-09-01,NUS-NUK,GBR,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NUK_MMCF,Liquefied U.S. Natural Gas Exports by Vessel to United Kingdom (MMcf),3099.0,MMCF,UK
2021-10-01,NUS-NUK,GBR,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NUK_MMCF,Liquefied U.S. Natural Gas Exports by Vessel to United Kingdom (MMcf),3302.0,MMCF,UK
2021-11-01,NUS-NUK,GBR,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NUK_MMCF,Liquefied U.S. Natural Gas Exports by Vessel to United Kingdom (MMcf),30648.0,MMCF,UK
2021-12-01,NUS-NUK,GBR,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NUK_MMCF,Liquefied U.S. Natural Gas Exports by Vessel to United Kingdom (MMcf),60315.0,MMCF,UK
2022-01-01,NUS-NUK,GBR,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NUK_MMCF,Liquefied U.S. Natural Gas Exports by Vessel to United Kingdom (MMcf),60060.0,MMCF,UK
2022-02-01,NUS-NUK,GBR,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NUK_MMCF,Liquefied U.S. Natural Gas Exports by Vessel to United Kingdom (MMcf),25301.0,MMCF,UK
2022-03-01,NUS-NUK,GBR,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NUK_MMCF,Liquefied U.S. Natural Gas Exports by Vessel to United Kingdom (MMcf),56799.0,MMCF,UK
2022-04-01,NUS-NUK,GBR,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NUK_MMCF,Liquefied U.S. Natural Gas Exports by Vessel to United Kingdom (MMcf),39775.0,MMCF,UK
2022-05-01,NUS-NUK,GBR,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NUK_MMCF,Liquefied U.S. Natural Gas Exports by Vessel to United Kingdom (MMcf),10608.0,MMCF,UK
2022-06-01,NUS-NUK,GBR,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NUK_MMCF,Liquefied U.S. Natural Gas Exports by Vessel to United Kingdom (MMcf),3326.0,MMCF,UK
2022-07-01,NUS-NUK,GBR,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NUK_MMCF,Liquefied U.S. Natural Gas Exports by Vessel to United Kingdom (MMcf),3797.0,MMCF,UK
2022-08-01,NUS-NUK,GBR,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NUK_MMCF,Liquefied U.S. Natural Gas Exports by Vessel to United Kingdom (MMcf),21263.0,MMCF,UK
2022-09-01,NUS-NUK,GBR,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NUK_MMCF,Liquefied U.S. Natural Gas Exports by Vessel to United Kingdom (MMcf),51467.0,MMCF,UK
2022-10-01,NUS-NUK,GBR,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NUK_MMCF,Liquefied U.S. Natural Gas Exports by Vessel to United Kingdom (MMcf),46040.0,MMCF,UK
2022-11-01,NUS-NUK,GBR,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NUK_MMCF,Liquefied U.S. Natural Gas Exports by Vessel to United Kingdom (MMcf),76693.0,MMCF,UK
2022-12-01,NUS-NUK,GBR,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NUK_MMCF,Liquefied U.S. Natural Gas Exports by Vessel to United Kingdom (MMcf),69332.0,MMCF,UK
2023-01-01,NUS-NUK,GBR,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NUK_MMCF,Liquefied U.S. Natural Gas Exports by Vessel to United Kingdom (MMcf),63032.0,MMCF,UK
2023-02-01,NUS-NUK,GBR,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NUK_MMCF,Liquefied U.S. Natural Gas Exports by Vessel to United Kingdom (MMcf),71702.0,MMCF,UK
2023-03-01,NUS-NUK,GBR,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NUK_MMCF,Liquefied U.S. Natural Gas Exports by Vessel to United Kingdom (MMcf),70499.0,MMCF,UK
2023-04-01,NUS-NUK,GBR,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NUK_MMCF,Liquefied U.S. Natural Gas Exports by Vessel to United Kingdom (MMcf),75836.0,MMCF,UK
2023-05-01,NUS-NUK,GBR,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NUK_MMCF,Liquefied U.S. Natural Gas Exports by Vessel to United Kingdom (MMcf),25242.0,MMCF,UK
2023-08-01,NUS-NUK,GBR,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NUK_MMCF,Liquefied U.S. Natural Gas Exports by Vessel to United Kingdom (MMcf),3655.0,MMCF,UK
2023-09-01,NUS-NUK,GBR,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NUK_MMCF,Liquefied U.S. Natural Gas Exports by Vessel to United Kingdom (MMcf),7464.0,MMCF,UK
2023-10-01,NUS-NUK,GBR,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NUK_MMCF,Liquefied U.S. Natural Gas Exports by Vessel to United Kingdom (MMcf),24900.0,MMCF,UK
2023-11-01,NUS-NUK,GBR,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NUK_MMCF,Liquefied U.S. Natural Gas Exports by Vessel to United Kingdom (MMcf),47642.0,MMCF,UK
2023-12-01,NUS-NUK,GBR,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NUK_MMCF,Liquefied U.S. Natural Gas Exports by Vessel to United Kingdom (MMcf),60209.0,MMCF,UK
2024-01-01,NUS-NUK,GBR,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NUK_MMCF,Liquefied U.S. Natural Gas Exports by Vessel to United Kingdom (MMcf),42928.0,MMCF,UK
2024-02-01,NUS-NUK,GBR,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NUK_MMCF,Liquefied U.S. Natural Gas Exports by Vessel to United Kingdom (MMcf),34117.0,MMCF,UK
2024-03-01,NUS-NUK,GBR,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NUK_MMCF,Liquefied U.S. Natural Gas Exports by Vessel to United Kingdom (MMcf),13663.0,MMCF,UK
2024-04-01,NUS-NUK,GBR,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NUK_MMCF,Liquefied U.S. Natural Gas Exports by Vessel to United Kingdom (MMcf),6887.0,MMCF,UK
2024-05-01,NUS-NUK,GBR,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NUK_MMCF,Liquefied U.S. Natural Gas Exports by Vessel to United Kingdom (MMcf),7100.0,MMCF,UK
2024-06-01,NUS-NUK,GBR,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NUK_MMCF,Liquefied U.S. Natural Gas Exports by Vessel to United Kingdom (MMcf),6398.0,MMCF,UK
2024-07-01,NUS-NUK,GBR,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NUK_MMCF,Liquefied U.S. Natural Gas Exports by Vessel to United Kingdom (MMcf),3703.0,MMCF,UK
2024-08-01,NUS-NUK,GBR,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NUK_MMCF,Liquefied U.S. Natural Gas Exports by Vessel to United Kingdom (MMcf),13891.0,MMCF,UK
2024-09-01,NUS-NUK,GBR,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NUK_MMCF,Liquefied U.S. Natural Gas Exports by Vessel to United Kingdom (MMcf),3575.0,MMCF,UK
2024-10-01,NUS-NUK,GBR,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NUK_MMCF,Liquefied U.S. Natural Gas Exports by Vessel to United Kingdom (MMcf),13835.0,MMCF,UK
2024-11-01,NUS-NUK,GBR,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NUK_MMCF,Liquefied U.S. Natural Gas Exports by Vessel to United Kingdom (MMcf),45444.0,MMCF,UK
2024-12-01,NUS-NUK,GBR,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NUK_MMCF,Liquefied U.S. Natural Gas Exports by Vessel to United Kingdom (MMcf),56998.0,MMCF,UK
2025-01-01,NUS-NUK,GBR,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NUK_MMCF,Liquefied U.S. Natural Gas Exports by Vessel to United Kingdom (MMcf),62503.0,MMCF,UK
2025-02-01,NUS-NUK,GBR,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NUK_MMCF,Liquefied U.S. Natural Gas Exports by Vessel to United Kingdom (MMcf),68675.0,MMCF,UK
2025-03-01,NUS-NUK,GBR,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NUK_MMCF,Liquefied U.S. Natural Gas Exports by Vessel to United Kingdom (MMcf),38489.0,MMCF,UK
2025-04-01,NUS-NUK,GBR,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NUK_MMCF,Liquefied U.S. Natural Gas Exports by Vessel to United Kingdom (MMcf),10462.0,MMCF,UK
2025-05-01,NUS-NUK,GBR,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NUK_MMCF,Liquefied U.S. Natural Gas Exports by Vessel to United Kingdom (MMcf),7207.0,MMCF,UK
2025-06-01,NUS-NUK,GBR,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NUK_MMCF,Liquefied U.S. Natural Gas Exports by Vessel to United Kingdom (MMcf),7222.0,MMCF,UK
2025-07-01,NUS-NUK,GBR,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NUK_MMCF,Liquefied U.S. Natural Gas Exports by Vessel to United Kingdom (MMcf),3615.0,MMCF,UK
2025-09-01,NUS-NUK,GBR,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NUK_MMCF,Liquefied U.S. Natural Gas Exports by Vessel to United Kingdom (MMcf),13947.0,MMCF,UK
2025-10-01,NUS-NUK,GBR,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NUK_MMCF,Liquefied U.S. Natural Gas Exports by Vessel to United Kingdom (MMcf),32428.0,MMCF,UK
2025-11-01,NUS-NUK,GBR,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NUK_MMCF,Liquefied U.S. Natural Gas Exports by Vessel to United Kingdom (MMcf),60301.0,MMCF,UK
2025-12-01,NUS-NUK,GBR,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NUK_MMCF,Liquefied U.S. Natural Gas Exports by Vessel to United Kingdom (MMcf),67364.0,MMCF,UK
2026-01-01,NUS-NUK,GBR,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NUK_MMCF,Liquefied U.S. Natural Gas Exports by Vessel to United Kingdom (MMcf),92297.0,MMCF,UK
2018-01-01,NUS-NPL,POL,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NPL_MMCF,Liquefied U.S. Natural Gas Exports by Vessel to Poland (Million Cubic Feet),0.0,MMCF,Poland
2018-02-01,NUS-NPL,POL,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NPL_MMCF,Liquefied U.S. Natural Gas Exports by Vessel to Poland (Million Cubic Feet),0.0,MMCF,Poland
2018-03-01,NUS-NPL,POL,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NPL_MMCF,Liquefied U.S. Natural Gas Exports by Vessel to Poland (Million Cubic Feet),0.0,MMCF,Poland
2018-04-01,NUS-NPL,POL,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NPL_MMCF,Liquefied U.S. Natural Gas Exports by Vessel to Poland (Million Cubic Feet),0.0,MMCF,Poland
2018-05-01,NUS-NPL,POL,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NPL_MMCF,Liquefied U.S. Natural Gas Exports by Vessel to Poland (Million Cubic Feet),0.0,MMCF,Poland
2018-06-01,NUS-NPL,POL,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NPL_MMCF,Liquefied U.S. Natural Gas Exports by Vessel to Poland (Million Cubic Feet),0.0,MMCF,Poland
2018-07-01,NUS-NPL,POL,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NPL_MMCF,Liquefied U.S. Natural Gas Exports by Vessel to Poland (Million Cubic Feet),0.0,MMCF,Poland
2018-08-01,NUS-NPL,POL,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NPL_MMCF,Liquefied U.S. Natural Gas Exports by Vessel to Poland (Million Cubic Feet),0.0,MMCF,Poland
2018-09-01,NUS-NPL,POL,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NPL_MMCF,Liquefied U.S. Natural Gas Exports by Vessel to Poland (Million Cubic Feet),0.0,MMCF,Poland
2018-10-01,NUS-NPL,POL,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NPL_MMCF,Liquefied U.S. Natural Gas Exports by Vessel to Poland (Million Cubic Feet),0.0,MMCF,Poland
2018-11-01,NUS-NPL,POL,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NPL_MMCF,Liquefied U.S. Natural Gas Exports by Vessel to Poland (Million Cubic Feet),3231.0,MMCF,Poland
