period,duoarea,area-name,product,product-name,process,process-name,series,series-description,value,units,country
2018-10-01,NUS-NSP,ESP,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NSP_MMCF,U.S. Liquefied Natural Gas Exports by Vessel to Spain (Million Cubic Feet),3551.0,MMCF,Spain
2018-11-01,NUS-NSP,ESP,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NSP_MMCF,U.S. Liquefied Natural Gas Exports by Vessel to Spain (Million Cubic Feet),3529.0,MMCF,Spain
2018-12-01,NUS-NSP,ESP,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NSP_MMCF,U.S. Liquefied Natural Gas Exports by Vessel to Spain (Million Cubic Feet),0.0,MMCF,Spain
2019-01-01,NUS-NSP,ESP,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NSP_MMCF,U.S. Liquefied Natural Gas Exports by Vessel to Spain (Million Cubic Feet),6631.0,MMCF,Spain
2019-02-01,NUS-NSP,ESP,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NSP_MMCF,U.S. Liquefied Natural Gas Exports by Vessel to Spain (Million Cubic Feet),6748.0,MMCF,Spain
2019-03-01,NUS-NSP,ESP,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NSP_MMCF,U.S. Liquefied Natural Gas Exports by Vessel to Spain (Million Cubic Feet),10678.0,MMCF,Spain
2019-04-01,NUS-NSP,ESP,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NSP_MMCF,U.S. Liquefied Natural Gas Exports by Vessel to Spain (Million Cubic Feet),10139.0,MMCF,Spain
2019-05-01,NUS-NSP,ESP,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NSP_MMCF,U.S. Liquefied Natural Gas Exports by Vessel to Spain (Million Cubic Feet),14325.0,MMCF,Spain
2019-06-01,NUS-NSP,ESP,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NSP_MMCF,U.S. Liquefied Natural Gas Exports by Vessel to Spain (Million Cubic Feet),13506.0,MMCF,Spain
2019-07-01,NUS-NSP,ESP,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NSP_MMCF,U.S. Liquefied Natural Gas Exports by Vessel to Spain (Million Cubic Feet),3297.0,MMCF,Spain
2019-08-01,NUS-NSP,ESP,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NSP_MMCF,U.S. Liquefied Natural Gas Exports by Vessel to Spain (Million Cubic Feet),15861.0,MMCF,Spain
2019-09-01,NUS-NSP,ESP,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NSP_MMCF,U.S. Liquefied Natural Gas Exports by Vessel to Spain (Million Cubic Feet),37938.0,MMCF,Spain
2019-10-01,NUS-NSP,ESP,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NSP_MMCF,U.S. Liquefied Natural Gas Exports by Vessel to Spain (Million Cubic Feet),13704.0,MMCF,Spain
2019-11-01,NUS-NSP,ESP,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NSP_MMCF,U.S. Liquefied Natural Gas Exports by Vessel to Spain (Million Cubic Feet),19985.0,MMCF,Spain
2019-12-01,NUS-NSP,ESP,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NSP_MMCF,U.S. Liquefied Natural Gas Exports by Vessel to Spain (Million Cubic Feet),13874.0,MMCF,Spain
2020-01-01,NUS-NSP,ESP,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NSP_MMCF,U.S. Liquefied Natural Gas Exports by Vessel to Spain (Million Cubic Feet),24412.0,MMCF,Spain
2020-02-01,NUS-NSP,ESP,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NSP_MMCF,U.S. Liquefied Natural Gas Exports by Vessel to Spain (Million Cubic Feet),20240.0,MMCF,Spain
2020-03-01,NUS-NSP,ESP,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NSP_MMCF,U.S. Liquefied Natural Gas Exports by Vessel to Spain (Million Cubic Feet),23657.0,MMCF,Spain
2020-04-01,NUS-NSP,ESP,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NSP_MMCF,U.S. Liquefied Natural Gas Exports by Vessel to Spain (Million Cubic Feet),22943.0,MMCF,Spain
2020-05-01,NUS-NSP,ESP,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NSP_MMCF,U.S. Liquefied Natural Gas Exports by Vessel to Spain (Million Cubic Feet),29360.0,MMCF,Spain
2020-06-01,NUS-NSP,ESP,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NSP_MMCF,U.S. Liquefied Natural Gas Exports by Vessel to Spain (Million Cubic Feet),9640.0,MMCF,Spain
2020-07-01,NUS-NSP,ESP,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NSP_MMCF,U.S. Liquefied Natural Gas Exports by Vessel to Spain (Million Cubic Feet),13679.0,MMCF,Spain
2020-08-01,NUS-NSP,ESP,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NSP_MMCF,U.S. Liquefied Natural Gas Exports by Vessel to Spain (Million Cubic Feet),3222.0,MMCF,Spain
2020-09-01,NUS-NSP,ESP,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NSP_MMCF,U.S. Liquefied Natural Gas Exports by Vessel to Spain (Million Cubic Feet),15206.0,MMCF,Spain
2020-10-01,NUS-NSP,ESP,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NSP_MMCF,U.S. Liquefied Natural Gas Exports by Vessel to Spain (Million Cubic Feet),14118.0,MMCF,Spain
2020-11-01,NUS-NSP,ESP,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NSP_MMCF,U.S. Liquefied Natural Gas Exports by Vessel to Spain (Million Cubic Feet),9907.0,MMCF,Spain
2020-12-01,NUS-NSP,ESP,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NSP_MMCF,U.S. Liquefied Natural Gas Exports by Vessel to Spain (Million Cubic Feet),13583.0,MMCF,Spain
2021-01-01,NUS-NSP,ESP,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NSP_MMCF,U.S. Liquefied Natural Gas Exports by Vessel to Spain (Million Cubic Feet),7377.0,MMCF,Spain
2021-02-01,NUS-NSP,ESP,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NSP_MMCF,U.S. Liquefied Natural Gas Exports by Vessel to Spain (Million Cubic Feet),3733.0,MMCF,Spain
2021-03-01,NUS-NSP,ESP,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NSP_MMCF,U.S. Liquefied Natural Gas Exports by Vessel to Spain (Million Cubic Feet),13900.0,MMCF,Spain
2021-04-01,NUS-NSP,ESP,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NSP_MMCF,U.S. Liquefied Natural Gas Exports by Vessel to Spain (Million Cubic Feet),22974.0,MMCF,Spain
2021-05-01,NUS-NSP,ESP,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NSP_MMCF,U.S. Liquefied Natural Gas Exports by Vessel to Spain (Million Cubic Feet),5234.0,MMCF,Spain
2021-06-01,NUS-NSP,ESP,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NSP_MMCF,U.S. Liquefied Natural Gas Exports by Vessel to Spain (Million Cubic Feet),7833.0,MMCF,Spain
2021-07-01,NUS-NSP,ESP,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NSP_MMCF,U.S. Liquefied Natural Gas Exports by Vessel to Spain (Million Cubic Feet),8630.0,MMCF,Spain
2021-08-01,NUS-NSP,ESP,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NSP_MMCF,U.S. Liquefied Natural Gas Exports by Vessel to Spain (Million Cubic Feet),23068.0,MMCF,Spain
2021-09-01,NUS-NSP,ESP,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NSP_MMCF,U.S. Liquefied Natural Gas Exports by Vessel to Spain (Million Cubic Feet),31274.0,MMCF,Spain
2021-10-01,NUS-NSP,ESP,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NSP_MMCF,U.S. Liquefied Natural Gas Exports by Vessel to Spain (Million Cubic Feet),35638.0,MMCF,Spain
2021-11-01,NUS-NSP,ESP,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NSP_MMCF,U.S. Liquefied Natural Gas Exports by Vessel to Spain (Million Cubic Feet),22821.0,MMCF,Spain
2021-12-01,NUS-NSP,ESP,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NSP_MMCF,U.S. Liquefied Natural Gas Exports by Vessel to Spain (Million Cubic Feet),32579.0,MMCF,Spain
2022-01-01,NUS-NSP,ESP,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NSP_MMCF,U.S. Liquefied Natural Gas Exports by Vessel to Spain (Million Cubic Feet),49379.0,MMCF,Spain
2022-02-01,NUS-NSP,ESP,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NSP_MMCF,U.S. Liquefied Natural Gas Exports by Vessel to Spain (Million Cubic Feet),39359.0,MMCF,Spain
2022-03-01,NUS-NSP,ESP,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NSP_MMCF,U.S. Liquefied Natural Gas Exports by Vessel to Spain (Million Cubic Feet),59224.0,MMCF,Spain
2022-04-01,NUS-NSP,ESP,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NSP_MMCF,U.S. Liquefied Natural Gas Exports by Vessel to Spain (Million Cubic Feet),40259.0,MMCF,Spain
2022-05-01,NUS-NSP,ESP,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NSP_MMCF,U.S. Liquefied Natural Gas Exports by Vessel to Spain (Million Cubic Feet),40337.0,MMCF,Spain
2022-06-01,NUS-NSP,ESP,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NSP_MMCF,U.S. Liquefied Natural Gas Exports by Vessel to Spain (Million Cubic Feet),29639.0,MMCF,Spain
2022-07-01,NUS-NSP,ESP,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NSP_MMCF,U.S. Liquefied Natural Gas Exports by Vessel to Spain (Million Cubic Feet),34396.0,MMCF,Spain
2022-08-01,NUS-NSP,ESP,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NSP_MMCF,U.S. Liquefied Natural Gas Exports by Vessel to Spain (Million Cubic Feet),26140.0,MMCF,Spain
2022-09-01,NUS-NSP,ESP,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NSP_MMCF,U.S. Liquefied Natural Gas Exports by Vessel to Spain (Million Cubic Feet),21263.0,MMCF,Spain
2022-10-01,NUS-NSP,ESP,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NSP_MMCF,U.S. Liquefied Natural Gas Exports by Vessel to Spain (Million Cubic Feet),26369.0,MMCF,Spain
2022-11-01,NUS-NSP,ESP,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NSP_MMCF,U.S. Liquefied Natural Gas Exports by Vessel to Spain (Million Cubic Feet),26445.0,MMCF,Spain
2022-12-01,NUS-NSP,ESP,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NSP_MMCF,U.S. Liquefied Natural Gas Exports by Vessel to Spain (Million Cubic Feet),33847.0,MMCF,Spain
2023-01-01,NUS-NSP,ESP,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NSP_MMCF,U.S. Liquefied Natural Gas Exports by Vessel to Spain (Million Cubic Feet),13987.0,MMCF,Spain
2023-02-01,NUS-NSP,ESP,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NSP_MMCF,U.S. Liquefied Natural Gas Exports by Vessel to Spain (Million Cubic Feet),32138.0,MMCF,Spain
2023-03-01,NUS-NSP,ESP,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NSP_MMCF,U.S. Liquefied Natural Gas Exports by Vessel to Spain (Million Cubic Feet),38096.0,MMCF,Spain
2023-04-01,NUS-NSP,ESP,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NSP_MMCF,U.S. Liquefied Natural Gas Exports by Vessel to Spain (Million Cubic Feet),13680.0,MMCF,Spain
2023-05-01,NUS-NSP,ESP,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NSP_MMCF,U.S. Liquefied Natural Gas Exports by Vessel to Spain (Million Cubic Feet),12266.0,MMCF,Spain
2023-06-01,NUS-NSP,ESP,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NSP_MMCF,U.S. Liquefied Natural Gas Exports by Vessel to Spain (Million Cubic Feet),12274.0,MMCF,Spain
2023-07-01,NUS-NSP,ESP,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NSP_MMCF,U.S. Liquefied Natural Gas Exports by Vessel to Spain (Million Cubic Feet),34106.0,MMCF,Spain
2023-08-01,NUS-NSP,ESP,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NSP_MMCF,U.S. Liquefied Natural Gas Exports by Vessel to Spain (Million Cubic Feet),20023.0,MMCF,Spain
2023-09-01,NUS-NSP,ESP,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NSP_MMCF,U.S. Liquefied Natural Gas Exports by Vessel to Spain (Million Cubic Feet),10234.0,MMCF,Spain
2023-10-01,NUS-NSP,ESP,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NSP_MMCF,U.S. Liquefied Natural Gas Exports by Vessel to Spain (Million Cubic Feet),49792.0,MMCF,Spain
2023-11-01,NUS-NSP,ESP,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NSP_MMCF,U.S. Liquefied Natural Gas Exports by Vessel to Spain (Million Cubic Feet),17280.0,MMCF,Spain
2023-12-01,NUS-NSP,ESP,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NSP_MMCF,U.S. Liquefied Natural Gas Exports by Vessel to Spain (Million Cubic Feet),15629.0,MMCF,Spain
2024-01-01,NUS-NSP,ESP,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NSP_MMCF,U.S. Liquefied Natural Gas Exports by Vessel to Spain (Million Cubic Feet),38812.0,MMCF,Spain
2024-02-01,NUS-NSP,ESP,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NSP_MMCF,U.S. Liquefied Natural Gas Exports by Vessel to Spain (Million Cubic Feet),13660.0,MMCF,Spain
2024-03-01,NUS-NSP,ESP,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NSP_MMCF,U.S. Liquefied Natural Gas Exports by Vessel to Spain (Million Cubic Feet),21849.0,MMCF,Spain
2024-04-01,NUS-NSP,ESP,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NSP_MMCF,U.S. Liquefied Natural Gas Exports by Vessel to Spain (Million Cubic Feet),10127.0,MMCF,Spain
2024-05-01,NUS-NSP,ESP,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NSP_MMCF,U.S. Liquefied Natural Gas Exports by Vessel to Spain (Million Cubic Feet),8399.0,MMCF,Spain
2024-06-01,NUS-NSP,ESP,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NSP_MMCF,U.S. Liquefied Natural Gas Exports by Vessel to Spain (Million Cubic Feet),17364.0,MMCF,Spain
2024-07-01,NUS-NSP,ESP,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NSP_MMCF,U.S. Liquefied Natural Gas Exports by Vessel to Spain (Million Cubic Feet),14712.0,MMCF,Spain
2024-08-01,NUS-NSP,ESP,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NSP_MMCF,U.S. Liquefied Natural Gas Exports by Vessel to Spain (Million Cubic Feet),20877.0,MMCF,Spain
2024-09-01,NUS-NSP,ESP,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NSP_MMCF,U.S. Liquefied Natural Gas Exports by Vessel to Spain (Million Cubic Feet),14107.0,MMCF,Spain
2024-10-01,NUS-NSP,ESP,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NSP_MMCF,U.S. Liquefied Natural Gas Exports by Vessel to Spain (Million Cubic Feet),7021.0,MMCF,Spain
2024-11-01,NUS-NSP,ESP,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NSP_MMCF,U.S. Liquefied Natural Gas Exports by Vessel to Spain (Million Cubic Feet),10584.0,MMCF,Spain
2024-12-01,NUS-NSP,ESP,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NSP_MMCF,U.S. Liquefied Natural Gas Exports by Vessel to Spain (Million Cubic Feet),33166.0,MMCF,Spain
2025-01-01,NUS-NSP,ESP,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NSP_MMCF,U.S. Liquefied Natural Gas Exports by Vessel to Spain (Million Cubic Feet),30300.0,MMCF,Spain
2025-02-01,NUS-NSP,ESP,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NSP_MMCF,U.S. Liquefied Natural Gas Exports by Vessel to Spain (Million Cubic Feet),18109.0,MMCF,Spain
2025-03-01,NUS-NSP,ESP,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NSP_MMCF,U.S. Liquefied Natural Gas Exports by Vessel to Spain (Million Cubic Feet),51937.0,MMCF,Spain
2025-04-01,NUS-NSP,ESP,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NSP_MMCF,U.S. Liquefied Natural Gas Exports by Vessel to Spain (Million Cubic Feet),55823.0,MMCF,Spain
2025-05-01,NUS-NSP,ESP,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NSP_MMCF,U.S. Liquefied Natural Gas Exports by Vessel to Spain (Million Cubic Feet),15767.0,MMCF,Spain
2025-06-01,NUS-NSP,ESP,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NSP_MMCF,U.S. Liquefied Natural Gas Exports by Vessel to Spain (Million Cubic Feet),5263.0,MMCF,Spain
2025-07-01,NUS-NSP,ESP,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NSP_MMCF,U.S. Liquefied Natural Gas Exports by Vessel to Spain (Million Cubic Feet),39044.0,MMCF,Spain
2025-08-01,NUS-NSP,ESP,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NSP_MMCF,U.S. Liquefied Natural Gas Exports by Vessel to Spain (Million Cubic Feet),34634.0,MMCF,Spain
2025-09-01,NUS-NSP,ESP,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NSP_MMCF,U.S. Liquefied Natural Gas Exports by Vessel to Spain (Million Cubic Feet),28341.0,MMCF,Spain
2025-10-01,NUS-NSP,ESP,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NSP_MMCF,U.S. Liquefied Natural Gas Exports by Vessel to Spain (Million Cubic Feet),39655.0,MMCF,Spain
2025-11-01,NUS-NSP,ESP,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NSP_MMCF,U.S. Liquefied Natural Gas Exports by Vessel to Spain (Million Cubic Feet),22004.0,MMCF,Spain
2025-12-01,NUS-NSP,ESP,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NSP_MMCF,U.S. Liquefied Natural Gas Exports by Vessel to Spain (Million Cubic Feet),32332.0,MMCF,Spain
2026-01-01,NUS-NSP,ESP,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NSP_MMCF,U.S. Liquefied Natural Gas Exports by Vessel to Spain (Million Cubic Feet),50155.0,MMCF,Spain
2018-01-01,NUS-NBE,BEL,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NBE_MMCF,Liquefied U.S. Natural Gas Exports by Vessel to Belgium (Million Cubic Feet),0.0,MMCF,Belgium
2018-02-01,NUS-NBE,BEL,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NBE_MMCF,Liquefied U.S. Natural Gas Exports by Vessel to Belgium (Million Cubic Feet),0.0,MMCF,Belgium
2018-03-01,NUS-NBE,BEL,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NBE_MMCF,Liquefied U.S. Natural Gas Exports by Vessel to Belgium (Million Cubic Feet),0.0,MMCF,Belgium
2018-04-01,NUS-NBE,BEL,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NBE_MMCF,Liquefied U.S. Natural Gas Exports by Vessel to Belgium (Million Cubic Feet),0.0,MMCF,Belgium
2018-05-01,NUS-NBE,BEL,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NBE_MMCF,Liquefied U.S. Natural Gas Exports by Vessel to Belgium (Million Cubic Feet),0.0,MMCF,Belgium
2018-06-01,NUS-NBE,BEL,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NBE_MMCF,Liquefied U.S. Natural Gas Exports by Vessel to Belgium (Million Cubic Feet),0.0,MMCF,Belgium
2018-07-01,NUS-NBE,BEL,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NBE_MMCF,Liquefied U.S. Natural Gas Exports by Vessel to Belgium (Million Cubic Feet),0.0,MMCF,Belgium
2018-08-01,NUS-NBE,BEL,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NBE_MMCF,Liquefied U.S. Natural Gas Exports by Vessel to Belgium (Million Cubic Feet),0.0,MMCF,Belgium
2018-09-01,NUS-NBE,BEL,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NBE_MMCF,Liquefied U.S. Natural Gas Exports by Vessel to Belgium (Million Cubic Feet),0.0,MMCF,Belgium
2018-10-01,NUS-NBE,BEL,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NBE_MMCF,Liquefied U.S. Natural Gas Exports by Vessel to Belgium (Million Cubic Feet),0.0,MMCF,Belgium
2018-11-01,NUS-NBE,BEL,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NBE_MMCF,Liquefied U.S. Natural Gas Exports by Vessel to Belgium (Million Cubic Feet),0.0,MMCF,Belgium
2018-12-01,NUS-NBE,BEL,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NBE_MMCF,Liquefied U.S. Natural Gas Exports by Vessel to Belgium (Million Cubic Feet),0.0,MMCF,Belgium
2019-01-01,NUS-NBE,BEL,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NBE_MMCF,Liquefied U.S. Natural Gas Exports by Vessel to Belgium (Million Cubic Feet),0.0,MMCF,Belgium
2019-02-01,NUS-NBE,BEL,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NBE_MMCF,Liquefied U.S. Natural Gas Exports by Vessel to Belgium (Million Cubic Feet),0.0,MMCF,Belgium
2019-03-01,NUS-NBE,BEL,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NBE_MMCF,Liquefied U.S. Natural Gas Exports by Vessel to Belgium (Million Cubic Feet),3390.0,MMCF,Belgium
2019-04-01,NUS-NBE,BEL,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NBE_MMCF,Liquefied U.S. Natural Gas Exports by Vessel to Belgium (Million Cubic Feet),0.0,MMCF,Belgium
2019-05-01,NUS-NBE,BEL,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NBE_MMCF,Liquefied U.S. Natural Gas Exports by Vessel to Belgium (Million Cubic Feet),0.0,MMCF,Belgium
2019-06-01,NUS-NBE,BEL,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NBE_MMCF,Liquefied U.S. Natural Gas Exports by Vessel to Belgium (Million Cubic Feet),0.0,MMCF,Belgium
2019-07-01,NUS-NBE,BEL,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NBE_MMCF,Liquefied U.S. Natural Gas Exports by Vessel to Belgium (Million Cubic Feet),0.0,MMCF,Belgium
2019-08-01,NUS-NBE,BEL,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NBE_MMCF,Liquefied U.S. Natural Gas Exports by Vessel to Belgium (Million Cubic Feet),0.0,MMCF,Belgium
2019-09-01,NUS-NBE,BEL,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NBE_MMCF,Liquefied U.S. Natural Gas Exports by Vessel to Belgium (Million Cubic Feet),3404.0,MMCF,Belgium
2019-10-01,NUS-NBE,BEL,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NBE_MMCF,Liquefied U.S. Natural Gas Exports by Vessel to Belgium (Million Cubic Feet),3402.0,MMCF,Belgium
2019-11-01,NUS-NBE,BEL,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NBE_MMCF,Liquefied U.S. Natural Gas Exports by Vessel to Belgium (Million Cubic Feet),3293.0,MMCF,Belgium
2019-12-01,NUS-NBE,BEL,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NBE_MMCF,Liquefied U.S. Natural Gas Exports by Vessel to Belgium (Million Cubic Feet),10407.0,MMCF,Belgium
2020-01-01,NUS-NBE,BEL,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NBE_MMCF,Liquefied U.S. Natural Gas Exports by Vessel to Belgium (Million Cubic Feet),6761.0,MMCF,Belgium
2020-02-01,NUS-NBE,BEL,EPG0,Natural Gas,EVE,Exports by Vessel,NGM_EPG0_EVE_NUS-NBE_MMCF,Liquefied U.S. Natural Gas Exports by Vessel to Belgium (Million Cubic Feet),9872.0,MMCF,Belgium
